Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001674,Healthbridge Children's Hospital - Orange,Orange,Acute Care Hospital,Pediatric,0,0.01,595,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001022,Hoag Hospital Irvine,Orange,Acute Care Hospital,"Community, <125 Beds",2,1.28,29433,1.56,0.26,5.16,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Acute Care Hospital,"Community, >250 Beds",2,5.90,125281,0.34,0.06,1.12,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000014,Hoag Memorial Hospital Presbyterian,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5541,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891,Hoag Orthopedic Institute,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.06,4585,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000015,Huntington Beach Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",1,0.50,9520,2.01,0.05,11.19,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929,Kaiser Foundation Hospital - Orange County - Anaheim,Orange,Acute Care Hospital,Major Teaching,3,2.92,60917,1.03,0.26,2.79,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745,Kaiser Foundation Hospital - Orange County - Irvine,Orange,Acute Care Hospital,Major Teaching,0,3.28,48225,0.00,0.00,0.91,Better,Yes,12,0.46,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607,Kindred Hospital - Santa Ana,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,4,2.34,15616,1.71,0.54,4.13,Same,No,12,1.06,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001360,Kindred Hospital Brea,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,3,2.41,15225,1.25,0.32,3.39,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000017,Kindred Hospital Westminster,Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,9,4.92,29778,1.83,0.89,3.36,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000024,La Palma Intercommunity Hospital,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,0.35,10960,0.00,0.00,10.54,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000025,Los Alamitos Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",8,3.64,56978,2.20,1.02,4.18,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000208,Memorialcare Orange Coast Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",5,2.07,55345,2.42,0.89,5.36,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000063,Memorialcare Saddleback Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",1,1.84,46289,0.54,0.03,2.68,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000073,Orange County Global Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",3,2.74,44945,1.10,0.28,2.98,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000062,Placentia Linda Hospital,Orange,Acute Care Hospital,"Community, <125 Beds",1,0.59,15236,1.70,0.04,9.47,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Providence Mission Hospital,Orange,Acute Care Hospital,Major Teaching,3,3.49,72992,0.86,0.22,2.34,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000060,Providence Mission Hospital,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5358,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000066,Providence Mission Hospital - Laguna Beach,Orange,Acute Care Hospital,Major Teaching,0,0.25,10062,0.00,0.00,14.62,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000067,Providence St. Joseph Hospital,Orange,Acute Care Hospital,"Community, >250 Beds",1,3.93,104065,0.26,0.01,1.26,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,Providence St. Jude Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",4,3.38,84790,1.18,0.38,2.86,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000068,Providence St. Jude Medical Center,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.16,8394,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000021,South Coast Global Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",1,0.30,7882,3.28,0.08,18.30,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University Of California Irvine Medical Center,Orange,Acute Care Hospital,Major Teaching,8,12.77,135424,0.63,0.29,1.19,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000071,University Of California Irvine Medical Center,Orange,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3522,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000016,West Anaheim Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",2,2.37,33735,0.84,0.14,2.79,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001370,Kaiser Foundation Hospital - Roseville,Placer,Acute Care Hospital,Major Teaching,7,5.59,124619,1.25,0.55,2.48,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000109,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,"Community, <125 Beds",0,0.65,14542,0.00,0.00,5.65,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Placer,Acute Care Hospital,"Community, >250 Beds",4,7.30,114977,0.55,0.17,1.32,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000134,Sutter Roseville Medical Center,Placer,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.23,12242,0.00,0.00,15.85,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004,Eastern Plumas Hospital-Portola Campus,Plumas,Critical Access Hospital,Critical Access,0,0.01,697,,,,,,11,,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015,Plumas District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.05,2268,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017,Seneca District Hospital,Plumas,Critical Access Hospital,Critical Access,0,0.01,477,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006,Corona Regional Medical Center,Riverside,Acute Care Hospital,"Community, 125-250 Beds",2,2.02,38288,0.99,0.17,3.28,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Acute Care Hospital,Major Teaching,12,10.54,96803,1.14,0.62,1.94,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008,Desert Regional Medical Center,Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2401,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044,Doctors Hospital Of Riverside,Riverside,Acute Care Hospital,"Community, 125-250 Beds",0,1.10,28998,0.00,0.00,2.73,Same,Yes,12,2.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011,Eisenhower Medical Center,Riverside,Acute Care Hospital,Major Teaching,3,4.97,90658,0.60,0.15,1.64,Same,No,12,0.62,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237,Encompass Health Rehabilitation Hospital Of Murrieta,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.24,12857,0.00,0.00,15.09,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000012,Hemet Global Medical Center,Riverside,Acute Care Hospital,Major Teaching,5,2.65,35957,1.89,0.69,4.19,Same,No,12,3.03,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017,John F. Kennedy Memorial Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",0,0.69,19962,0.00,0.00,5.35,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000707,"Kaiser Foundation Hospital, Riverside",Riverside,Acute Care Hospital,Major Teaching,3,2.47,55241,1.21,0.31,3.30,Same,No,12,0.40,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959,Kaiser Foundation Hospital-Moreno Valley,Riverside,Acute Care Hospital,Major Teaching,0,1.36,21629,0.00,0.00,2.20,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004,Kindred Hospital Riverside,Riverside,Long-Term Acute Care Hospital,Long-Term Acute Care,6,2.91,13461,2.07,0.84,4.30,Same,No,12,1.30,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971,Loma Linda University Medical Center - Murrieta,Riverside,Acute Care Hospital,Major Teaching,7,2.53,55395,2.77,1.21,5.48,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727,Menifee Global Medical Center,Riverside,Acute Care Hospital,"Community, <125 Beds",0,0.62,14731,0.00,0.00,5.94,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042,Palo Verde Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",0,0.03,1412,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049,Riverside Community Hospital,Riverside,Acute Care Hospital,Major Teaching,16,10.45,149493,1.53,0.91,2.43,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050,Riverside University Health System - Medical Center,Riverside,Acute Care Hospital,Major Teaching,6,7.09,106434,0.85,0.34,1.76,Same,No,12,1.58,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101,San Gorgonio Memorial Hospital,Riverside,Acute Care Hospital,Major Teaching,1,0.71,10654,1.41,0.04,7.86,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344,Southwest Healthcare Inland Valley Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",2,1.95,37077,1.03,0.17,3.39,Same,No,12,1.79,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507,Southwest Healthcare Rancho Springs Hospital,Riverside,Acute Care Hospital,"Community, <125 Beds",1,1.40,32425,0.72,0.04,3.53,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442,Temecula Valley Hospital,Riverside,Acute Care Hospital,"Community, 125-250 Beds",1,2.03,44630,0.49,0.03,2.43,Same,Yes,12,1.10,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654,Vibra Rehabilitation Hospital Of Rancho Mirage,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.16,8416,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000130,Kaiser Foundation Hospital - Sacramento,Sacramento,Acute Care Hospital,Major Teaching,2,4.46,64671,0.45,0.08,1.48,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000133,Kaiser Foundation Hospital - South Sacramento,Sacramento,Acute Care Hospital,Major Teaching,2,3.05,75522,0.66,0.11,2.17,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,Acute Care Hospital,Major Teaching,4,4.02,63933,1.00,0.32,2.40,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000124,Mercy General Hospital,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6444,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000901,Mercy Hospital Of Folsom,Sacramento,Acute Care Hospital,"Community, <125 Beds",0,1.20,29913,0.00,0.00,2.49,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000127,Mercy San Juan Medical Center,Sacramento,Acute Care Hospital,Major Teaching,13,8.17,106290,1.59,0.89,2.65,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000037,Methodist Hospital Of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",1,1.50,37595,0.67,0.03,3.29,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030001506,Shriners Hospitals For Children Northern California,Sacramento,Acute Care Hospital,Pediatric,0,0.19,6869,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000151,"Sutter Medical Center, Sacramento",Sacramento,Acute Care Hospital,Major Teaching,11,11.13,155985,0.99,0.52,1.72,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University Of California Davis Medical Center,Sacramento,Acute Care Hospital,Major Teaching,31,16.78,222039,1.85,1.28,2.59,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000113,University Of California Davis Medical Center,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.12,6525,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),030000907,Vibra Hospital Of Sacramento,Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,2,1.58,16621,1.26,0.21,4.17,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000142,Hazel Hawkins Memorial Hospital,San Benito,Critical Access Hospital,Critical Access,0,0.17,7955,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,2,9.49,114211,0.21,0.04,0.70,Better,Yes,12,1.63,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.25,13003,0.00,0.00,14.92,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001,Barstow Community Hospital,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.14,6900,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002,Bear Valley Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,972,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003,Chino Valley Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.72,17051,0.00,0.00,5.13,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034,Colorado River Medical Center,San Bernardino,Critical Access Hospital,Critical Access,0,0.01,554,,,,,,11,,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082,Community Hospital Of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",2,1.38,33438,1.45,0.24,4.79,Same,No,12,0.64,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330,Desert Valley Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",4,1.50,39487,2.66,0.85,6.42,Same,No,12,1.98,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014,Hi-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.12,5808,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024,Kaiser Foundation Hospital Fontana,San Bernardino,Acute Care Hospital,Major Teaching,1,4.64,93264,0.22,0.01,1.06,Same,Yes,12,0.45,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398,Kaiser Foundation Hospital- Ontario,San Bernardino,Acute Care Hospital,Major Teaching,0,1.94,47998,0.00,0.00,1.55,Same,Yes,12,0.74,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040,Kindred Hospital Ontario,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,10,5.36,24049,1.87,0.95,3.33,Same,No,12,1.66,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515,Kindred Hospital Rancho,San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.15,11970,2.32,0.85,5.14,Same,No,12,1.46,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551,Loma Linda University Children's Hospital,San Bernardino,Acute Care Hospital,Major Teaching,5,4.49,100936,1.12,0.41,2.47,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,8,10.83,107663,0.74,0.34,1.40,Same,No,12,1.89,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,1.38,23346,0.00,0.00,2.16,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.26,13539,0.00,0.00,14.33,Same,Yes,12,3.97,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0,0.09,3950,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.30,10088,0.00,0.00,12.21,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0,0.02,765,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104,Providence St. Mary Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,4,3.55,66408,1.13,0.36,2.72,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046,Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",1,1.82,42654,0.55,0.03,2.72,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",2,3.77,72758,0.53,0.09,1.75,Same,No,12,0.41,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,7,5.25,72877,1.34,0.58,2.64,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.05,2825,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0,0.64,17916,0.00,0.00,5.75,Same,Yes,12,1.07,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000013,Alvarado Hospital Medical Center,San Diego,Acute Care Hospital,"Community, <125 Beds",3,1.23,23320,2.43,0.62,6.62,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Acute Care Hospital,Major Teaching,3,8.23,130822,0.37,0.09,0.99,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000045,Grossmont Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3060,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096,Kaiser Foundation Hospital - San Diego,San Diego,Acute Care Hospital,Major Teaching,0,3.37,71572,0.00,0.00,0.89,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000144,Kaiser Foundation Hospital - Zion,San Diego,Acute Care Hospital,Major Teaching,2,2.82,41122,0.71,0.12,2.34,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000048,Kindred Hospital - San Diego,San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,5,2.79,17660,1.79,0.66,3.97,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873,Palomar Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",4,4.34,95124,0.92,0.29,2.22,Same,No,12,1.82,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000147,Palomar Medical Center Poway,San Diego,Acute Care Hospital,"Community, <125 Beds",0,0.80,21048,0.00,0.00,4.59,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Acute Care Hospital,"Community, >250 Beds",1,0.74,18155,1.34,0.03,7.48,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000145,Paradise Valley Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4009,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000023,Rady Children's Hospital - San Diego,San Diego,Acute Care Hospital,Pediatric,0,2.71,81066,0.00,0.00,1.10,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000022,Scripps Green Hospital,San Diego,Acute Care Hospital,"Community, 125-250 Beds",1,1.74,38268,0.58,0.03,2.84,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000150,Scripps Memorial Hospital - Encinitas,San Diego,Acute Care Hospital,Major Teaching,3,2.74,60092,1.09,0.28,2.98,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000149,Scripps Memorial Hospital - La Jolla,San Diego,Acute Care Hospital,Major Teaching,0,7.72,116738,0.00,0.00,0.39,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000025,Scripps Mercy Hospital,San Diego,Acute Care Hospital,Major Teaching,4,8.89,106898,0.45,0.14,1.09,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000016,Scripps Mercy Hospital Chula Vista,San Diego,Acute Care Hospital,Major Teaching,2,2.53,49177,0.79,0.13,2.61,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000977,Select Specialty Hospital - San Diego,San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,2,5.31,27447,0.38,0.06,1.24,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000021,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",4,6.22,90081,0.64,0.20,1.55,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),090000033,Sharp Coronado Hospital And Healthcare Center,San Diego,Acute Care Hospital,Major Teaching,1,0.63,11922,1.59,0.04,8.84,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080001470,Sharp Mary Birch Hospital For Women And Newborns,San Diego,Acute Care Hospital,Major Teaching,0,1.40,53472,0.00,0.00,2.14,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,San Diego,Acute Care Hospital,Major Teaching,3,7.88,107568,0.38,0.10,1.04,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),080000036,Sharp Memorial Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.14,7391,,,,,,12,,
