Facility ID,Address,Facility Name,Nurse communication - star rating,Doctor communication - star rating,Staff responsiveness - star rating,Communication about medicines - star rating,Discharge information - star rating,Care transition - star rating,Cleanliness - star rating,Quietness - star rating,Overall hospital rating - star rating,Recommend hospital - star rating,Summary star rating,Central Line Associated Bloodstream Infection (ICU + select Wards) Lower CI,Central Line Associated Bloodstream Infection (ICU + select Wards) Upper CI,Central Line Associated Bloodstream Infection (ICU + select Wards) SIR,Central Line Associated Bloodstream Infection (ICU + select Wards) Compared to National,Catheter Associated Urinary Tract Infections (ICU + select Wards) Lower CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) Upper CI,Catheter Associated Urinary Tract Infections (ICU + select Wards) SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards) Compared to National,SSI - Colon Surgery Lower CI,SSI - Colon Surgery Upper CI,SSI - Colon Surgery SIR,SSI - Colon Surgery Compared to National,SSI - Abdominal Hysterectomy Lower CI,SSI - Abdominal Hysterectomy Upper CI,SSI - Abdominal Hysterectomy SIR,SSI - Abdominal Hysterectomy Compared to National,MRSA Bacteremia Lower CI,MRSA Bacteremia Upper CI,MRSA Bacteremia SIR,MRSA Bacteremia Compared to National,Clostridium Difficile (C.Diff) Lower CI,Clostridium Difficile (C.Diff) Upper CI,Clostridium Difficile (C.Diff) SIR,Clostridium Difficile (C.Diff) Compared to National,Mean SIR,Mean Compared to National,Infection Rating
360259,"2801 BAY PARK DRIVE, OREGON, OH 43616",BAY PARK COMMUNITY HOSPITAL,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.278,2.110,0.875,2.0,0.875,2.0,3
360263,"801 MEDICAL DRIVE, SUITE B, LIMA, OH 45804",INSTITUTE FOR ORTHOPAEDIC SURGERY,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360266,"7333 SMITH'S MILL ROAD, NEW ALBANY, OH 43054",MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360270,"1404 EAST SECOND STREET, DEFIANCE, OH 43512",MERCY HEALTH - DEFIANCE HOSPITAL,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360276,"8401 MARKET STREET, BOARDMAN, OH 44512",HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,0.312,2.371,0.983,2.0,0.326,1.971,0.889,2.0,0.930,3.498,1.906,2.0,,,,,0.226,2.416,0.888,2.0,0.274,0.760,0.471,3.0,1.0273999999999999,2.2,3
360348,"7500 HOSPITAL AVENUE, DUBLIN, OH 43016",DUBLIN METHODIST HOSPITAL,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,0.027,2.652,0.538,2.0,0.422,3.205,1.329,2.0,0.236,2.526,0.928,2.0,,,,,0.253,4.987,1.509,2.0,0.409,1.178,0.719,2.0,1.0046000000000002,2.0,3
360351,"3557 EMBASSY PARKWAY, AKRON, OH 44333",CRYSTAL CLINIC ORTHOPAEDIC CENTER,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,2.329,0.000,2.0,0.0,2.0,3
360352,"7630 SOUTHERN BLVD, YOUNGSTOWN, OH 44512",SURGICAL HOSPITAL AT SOUTHWOODS,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,0.200,3.936,1.191,2.0,--,1.374,0.000,2.0,,,,,,,,,0.5955,2.0,3
360354,"7700 UNIVERSITY DRIVE, WEST CHESTER, OH 45069",WEST CHESTER HOSPITAL,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,0.056,1.108,0.335,2.0,0.096,1.023,0.376,2.0,0.086,1.700,0.515,2.0,,,,,0.645,3.904,1.761,2.0,0.501,1.138,0.771,2.0,0.7516,2.0,3
360359,"3999 RICHMOND ROAD, BEACHWOOD, OH 44122",UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.295,3.161,1.161,2.0,--,0.783,0.000,3.0,--,0.689,0.000,3.0,,,,,--,1.093,0.000,2.0,0.237,0.891,0.485,3.0,0.3292,2.6,4
360360,"3535 PENTAGON PARK BLVD, BEAVER CREEK, OH 45431",SOIN MEDICAL CENTER,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,0.141,2.769,0.838,2.0,0.318,3.406,1.252,2.0,--,1.809,0.000,2.0,,,,,0.596,4.528,1.877,2.0,0.281,0.985,0.553,3.0,0.9039999999999999,2.2,3
360364,"33300 CLEVELAND CLINIC BLVD, AVON, OH 44011",CLEVELAND CLINIC AVON HOSPITAL,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,0.154,3.038,0.920,2.0,0.014,1.350,0.274,2.0,--,1.468,0.000,2.0,,,,,--,1.957,0.000,2.0,0.316,1.188,0.647,2.0,0.36819999999999997,2.0,3
360365,"715 RICHLAND MALL, ONTARIO, OH 44906",AVITA ONTARIO,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,0.316,2.402,0.996,2.0,0.996,2.0,3
360367,"25501 CHAGRIN BLVD, BEACHWOOD, OH 44122",LAKE HEALTH BEACHWOOD MEDICAL CENTER,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360368,"600 WEST MAIN STREET, TROY, OH 45373",KETTERING HEALTH TROY,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.032,3.180,0.645,2.0,0.645,2.0,3
361306,"200 WEST LORAIN STREET, OBERLIN, OH 44074",MERCY ALLEN HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.002,0.000,2.0,0.0,2.0,3
361307,"870 WEST MAIN STREET, GENEVA, OH 44041",UHHS MEMORIAL HOSPITAL OF GENEVA,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,0.111,2.184,0.661,2.0,0.661,2.0,3
361309,"1600 EAST RIVERVIEW AVENUE, NAPOLEON, OH 43545","HENRY COUNTY HOSPITAL, INC",4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
361312,"904 SCIOTO STREET, URBANA, OH 43078",MERCY HEALTH - URBANA HOSPITAL,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.466,0.000,2.0,0.0,2.0,3
361314,"615 FULTON ST, PORT CLINTON, OH 43452",MAGRUDER HOSPITAL,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,--,1.668,0.000,2.0,,,,,,,,,,,,,,,,,0.0,2.0,3
361316,"629 NORTH SANDUSKY AVENUE, BUCYRUS, OH 44820",BUCYRUS COMMUNITY HOSPITAL,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,,,,,--,2.147,0.000,2.0,,,,,,,,,,,,,0.025,2.490,0.505,2.0,0.2525,2.0,3
361319,"1106 COLEGATE DRIVE, MARIETTA, OH 45750",SELBY GENERAL HOSPITAL,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,1.122,0.000,2.0,0.0,2.0,3
361323,"832 SOUTH MAIN STREET, ORRVILLE, OH 44667",AULTMAN ORRVILLE HOSPITAL,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.721,0.000,2.0,0.0,2.0,3
361325,"269 PORTLAND WAY SOUTH, GALION, OH 44833",GALION COMMUNITY HOSPITAL,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,0.246,2.635,0.968,2.0,0.968,2.0,3
361328,"1200 RALSTON AVENUE, DEFIANCE, OH 43512",PROMEDICA DEFIANCE REGIONAL HOSPITAL,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,0.049,4.845,0.982,2.0,,,,,,,,,,,,,--,2.027,0.000,2.0,0.491,2.0,3
361329,"885 NORTH SANDUSKY AVENUE, UPPER SANDUSKY, OH 43351",WYANDOT MEMORIAL HOSPITAL,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
361331,"1430 COLUMBUS AVENUE, WASHINGTON CH, OH 43160",ADENA FAYETTE MEDICAL CENTER,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.486,5.197,1.910,2.0,1.91,2.0,3
361332,"1275 NORTH HIGH STREET, HILLSBORO, OH 45133",HIGHLAND DISTRICT HOSPITAL,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,0.825,4.990,2.251,2.0,2.251,2.0,3
361333,"725 SOUTH SHOOP AVENUE, WAUSEON, OH 43567",FULTON COUNTY HEALTH CENTER,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370001,"1120 SOUTH UTICA AVENUE, TULSA, OK 74104",HILLCREST MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,0.167,0.755,0.382,3.0,0.070,0.533,0.221,3.0,0.010,0.959,0.194,3.0,0.019,1.912,0.388,2.0,0.281,1.272,0.643,2.0,0.087,0.329,0.179,3.0,0.3345,2.6666666666666665,5
370002,"900 17TH STREET, WOODWARD, OK 73801",ALLIANCEHEALTH WOODWARD,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370004,"200 SECOND AVENUE SOUTHWEST, MIAMI, OK 74355",INTEGRIS MIAMI HOSPITAL,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.521,3.958,1.641,2.0,1.641,2.0,3
370006,"1900 NORTH 14TH STREET, PONCA CITY, OK 74601",ALLIANCEHEALTH PONCA CITY,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,--,2.337,0.000,2.0,--,1.627,0.000,2.0,0.235,4.627,1.401,2.0,,,,,,,,,--,0.920,0.000,3.0,0.35025,2.25,4
370008,"901 N PORTER, NORMAN, OK 73070",NORMAN REGIONAL,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,0.449,2.030,1.026,2.0,0.042,0.820,0.248,3.0,0.079,1.549,0.469,2.0,0.143,1.530,0.562,2.0,0.404,3.070,1.273,2.0,0.152,0.533,0.299,3.0,0.6461666666666666,2.3333333333333335,4
370013,"4300 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK 73120","MERCY HOSPITAL OKLAHOMA CITY, INC",3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,0.735,2.305,1.356,2.0,0.377,1.706,0.863,2.0,0.266,1.202,0.607,2.0,0.211,1.599,0.663,2.0,0.009,0.852,0.173,3.0,0.142,0.382,0.240,3.0,0.6503333333333335,2.3333333333333335,4
370014,"1800 UNIVERSITY BOULEVARD, DURANT, OK 74702",ALLIANCEHEALTH DURANT,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.031,3.043,0.617,2.0,0.084,1.661,0.503,2.0,,,,,,,,,,,,,0.498,2.036,1.072,2.0,0.7306666666666667,2.0,3
370016,"600 SOUTH MONROE, ENID, OK 73701",INTEGRIS BASS BAPTIST HEALTH CENTER,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0.269,5.299,1.604,2.0,0.219,4.322,1.308,2.0,,,,,,,,,,,,,0.057,1.125,0.341,2.0,1.0843333333333334,2.0,3
370018,"3500 EAST FRANK PHILLIPS BOULEVARD, BARTLESVILLE, OK 74006",ASCENSION ST JOHN JANE PHILLIPS,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,--,1.795,0.000,2.0,0.021,2.042,0.414,2.0,--,2.058,0.000,2.0,,,,,,,,,0.036,0.701,0.212,3.0,0.1565,2.25,4
370019,"1801 WEST 3RD STREET, ELK CITY, OK 73644",GREAT PLAINS REGIONAL MEDICAL CENTER,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,--,1.845,0.000,2.0,0.0,2.0,3
370020,"430 NORTH MONTE VISTA, ADA, OK 74820",MERCY HOSPITAL ADA,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,0.537,5.742,2.110,2.0,0.718,5.448,2.259,2.0,,,,,,,,,,,,,0.087,0.662,0.274,3.0,1.5476666666666665,2.3333333333333335,4
370022,"1200 EAST PECAN ST, ALTUS, OK 73521",JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,,,,,--,2.000,0.000,2.0,,,,,,,,,,,,,0.079,1.562,0.473,2.0,0.2365,2.0,3
370023,"1407 NORTH WHISENANT DRIVE, DUNCAN, OK 73533","DUNCAN REGIONAL HOSPITAL, INC",4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0.027,2.707,0.549,2.0,0.019,1.864,0.378,2.0,--,2.696,0.000,2.0,,,,,,,,,1.069,2.785,1.775,1.0,0.6755,1.75,2
370025,"300 ROCKEFELLER DRIVE, MUSKOGEE, OK 74401",SAINT FRANCIS HOSPITAL MUSKOGEE,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,0.786,2.959,1.612,2.0,0.650,2.656,1.399,2.0,0.189,3.731,1.129,2.0,,,,,0.245,2.621,0.963,2.0,0.071,0.431,0.194,3.0,1.0594000000000001,2.2,3
370026,"305 SOUTH 5TH STREET, ENID, OK 73701",ST MARY'S REGIONAL MEDICAL CENTER,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,--,2.290,0.000,2.0,--,1.967,0.000,2.0,0.031,3.104,0.629,2.0,,,,,,,,,0.348,1.573,0.795,2.0,0.356,2.0,3
370028,"3300 NORTHWEST EXPRESSWAY, OKLAHOMA CITY, OK 73112","INTEGRIS BAPTIST MEDICAL CENTER, INC",3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,0.786,1.403,1.061,2.0,0.265,0.712,0.448,3.0,0.806,2.530,1.488,2.0,1.943,6.819,3.826,1.0,1.128,2.522,1.721,1.0,0.491,0.760,0.614,3.0,1.5263333333333335,2.0,3
370034,"1 CLARK BASS BOULEVARD, MCALESTER, OK 74501",MCALESTER REGIONAL HEALTH CENTER,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,0.032,3.196,0.648,2.0,,,,,,,,,,,,,0.528,2.389,1.208,2.0,0.9279999999999999,2.0,3
370037,"1000 NORTH LEE AVENUE, OKLAHOMA CITY, OK 73101",SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.819,2.025,1.321,2.0,0.216,1.107,0.532,2.0,1.246,3.910,2.300,1.0,,,,,0.741,2.449,1.409,2.0,0.257,0.547,0.381,3.0,1.1885999999999999,2.0,3
370039,"1202 N MUSKOGEE PLACE, CLAREMORE, OK 74017",HILLCREST HOSPITAL CLAREMORE,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.140,2.758,0.835,2.0,0.835,2.0,3
370041,"3029 WEST MAIN STREET, JENKS, OK 74037",BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370047,"1011 14TH AVE NW, ARDMORE, OK 73401","MERCY HOSPITAL ARDMORE, INC",3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,0.035,3.454,0.700,2.0,0.030,2.910,0.590,2.0,,,,,,,,,,,,,0.041,0.434,0.159,3.0,0.48300000000000004,2.3333333333333335,4
370049,"1323 WEST 6TH STREET, STILLWATER, OK 74076",STILLWATER MEDICAL CENTER,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,--,1.769,0.000,2.0,--,0.951,0.000,3.0,--,2.080,0.000,2.0,--,2.704,0.000,2.0,,,,,0.955,2.863,1.717,2.0,0.34340000000000004,2.2,3
370054,"2220 IOWA STREET, CHICKASHA, OK 73018",GRADY MEMORIAL HOSPITAL,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,0.209,2.236,0.822,2.0,0.822,2.0,3
370056,"3401 WEST GORE BLVD, LAWTON, OK 73505",COMANCHE COUNTY MEMORIAL HOSPITAL,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.432,5.389,2.936,1.0,0.007,0.670,0.136,3.0,0.024,2.353,0.477,2.0,,,,,1.255,5.677,2.870,1.0,0.396,0.936,0.623,3.0,1.4084,2.0,3
370078,"744 WEST 9TH STREET, TULSA, OK 74127",OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,0.680,2.387,1.339,2.0,1.055,2.928,1.816,1.0,0.641,3.876,1.749,2.0,,,,,0.303,3.237,1.190,2.0,0.078,0.589,0.244,3.0,1.2675999999999998,2.0,3
370089,"1400 EAST DOWNING STREET, TAHLEQUAH, OK 74465",NORTHEASTERN HEALTH SYSTEM,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,--,1.535,0.000,2.0,0.113,2.226,0.674,2.0,--,2.859,0.000,2.0,,,,,,,,,0.008,0.808,0.164,3.0,0.20950000000000002,2.25,4
370091,"6161 SOUTH YALE, TULSA, OK 74136","SAINT FRANCIS HOSPITAL, INC",4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.537,1.035,0.756,2.0,0.243,0.600,0.392,3.0,0.784,1.988,1.283,2.0,0.072,1.413,0.428,2.0,0.332,0.997,0.598,3.0,0.165,0.292,0.221,3.0,0.613,2.5,4
370093,"700 NE 13TH STREET, OKLAHOMA CITY, OK 73104",O U MEDICAL CENTER,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.181,1.827,1.477,1.0,0.884,1.550,1.182,2.0,1.097,2.495,1.689,1.0,0.753,3.865,1.858,2.0,1.222,2.423,1.746,1.0,0.351,0.626,0.473,3.0,1.4041666666666668,1.6666666666666667,2
370094,"2825 PARKLAWN DRIVE, MIDWEST CITY, OK 73110",SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.599,4.547,1.885,2.0,0.594,4.513,1.871,2.0,0.048,4.688,0.951,2.0,,,,,0.484,5.174,1.901,2.0,0.151,0.774,0.372,3.0,1.396,2.2,3
370097,"5602 SOUTHWEST LEE BOULEVARD, LAWTON, OK 73505",SOUTHWESTERN MEDICAL CENTER,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,0.280,5.520,1.671,2.0,0.748,5.679,2.354,2.0,,,,,,,,,0.101,1.994,0.604,2.0,1.5430000000000001,2.0,3
370106,"4401 SOUTH WESTERN AVENUE, OKLAHOMA CITY, OK 73109",INTEGRIS SOUTHWEST MEDICAL CENTER,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.024,0.469,0.142,3.0,0.121,0.920,0.381,3.0,0.530,3.209,1.448,2.0,,,,,0.193,2.068,0.760,2.0,0.030,0.231,0.096,3.0,0.5654,2.6,4
370112,"213 EAST REDWOOD, SALLISAW, OK 74955",SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.616,0.000,2.0,0.0,2.0,3
370113,"1001 EAST 18TH STREET, GROVE, OK 74344",INTEGRIS GROVE HOSPITAL,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,--,0.834,0.000,3.0,0.0,3.0,5
370114,"1923 SOUTH UTICA AVENUE, TULSA, OK 74104",ASCENSION ST JOHN MEDICAL CENTER,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,0.700,1.692,1.115,2.0,0.283,0.849,0.509,3.0,1.367,3.055,2.085,1.0,0.193,1.463,0.607,2.0,0.454,1.426,0.839,2.0,0.447,0.763,0.589,3.0,0.9573333333333333,2.1666666666666665,3
37012F,"1011 HONOR HEIGHTS DRIVE, MUSKOGEE, OK 74401",MUSKOGEE VA MEDICAL CENTER,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,--,2.726,0.000,2.0,--,1.907,0.000,2.0,,,,,,,,,,,,,,,,,0.0,2.0,3
370149,"1102 W MACARTHUR, SHAWNEE, OK 74804",SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0.034,3.314,0.672,2.0,--,1.366,0.000,2.0,1.581,7.152,3.616,1.0,,,,,,,,,0.038,0.739,0.224,3.0,1.1280000000000001,2.0,3
37014F,"921 NE 13TH STREET, OKLAHOMA CITY, OK 73104",OKLAHOMA CITY VA MEDICAL CENTER,3.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,0.773,3.498,1.768,2.0,0.008,0.770,0.156,3.0,,,,,,,,,,,,,,,,,0.962,2.5,4
370171,"100 S BLISS AVENUE, TAHLEQUAH, OK 74464",CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,,,,,--,2.458,0.000,2.0,,,,,,,,,,,,,0.010,0.955,0.194,3.0,0.097,2.5,4
370172,"1 CHOCTAW WAY, TALIHINA, OK 74571",CHOCTAW NATION HEALTH SERVICES AUTHORITY,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,--,2.886,0.000,2.0,0.0,2.0,3
370173,"101 SOUTH MOORE AVE, CLAREMORE, OK 74017",CLAREMORE INDIAN HOSPITAL,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370180,"1921 STONECIPHER BLVD, ADA, OK 74820",CHICKASAW NATION MEDICAL CENTER,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,0.014,1.340,0.272,2.0,0.272,2.0,3
370199,"11200 NORTH PORTLAND AVENUE, OKLAHOMA CITY, OK 73120","LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,0.477,3.623,1.502,2.0,,,,,,,,,1.502,2.0,3
370201,"100 SOUTHEAST 59TH STREET, OKLAHOMA CITY, OK 73129",SURGICAL HOSPITAL OF OKLAHOMA,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370202,"8801 SOUTH 101ST EAST AVENUE, TULSA, OK 74133",HILLCREST HOSPITAL SOUTH,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,0.295,1.788,0.806,2.0,0.251,1.519,0.685,2.0,0.023,2.263,0.459,2.0,0.048,4.742,0.962,2.0,0.017,1.700,0.345,2.0,0.057,0.434,0.180,3.0,0.5728333333333333,2.1666666666666665,3
370203,"3100 SOUTHWEST 89TH STREET, OKLAHOMA CITY, OK 73159","COMMUNITY HOSPITAL, LLC",4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,--,2.984,0.000,2.0,,,,,,,,,0.033,3.209,0.651,2.0,0.3255,2.0,3
370206,"14101 PARKWAY COMMONS DRIVE, OKLAHOMA CITY, OK 73134",OKLAHOMA SPINE HOSPITAL,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,--,2.348,0.000,2.0,0.0,2.0,3
370210,"2408 EAST 81ST STREET, SUITE 300, TULSA, OK 74137","OKLAHOMA SURGICAL HOSPITAL, LLC",4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,,,,,,,,,0.163,1.241,0.514,2.0,--,1.065,0.000,2.0,,,,,0.126,2.477,0.750,2.0,0.42133333333333334,2.0,3
370211,"1201 HEALTH CENTER PARKWAY, YUKON, OK 73099",INTEGRIS CANADIAN VALLEY HOSPITAL,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,0.287,5.648,1.709,2.0,--,1.693,0.000,2.0,0.837,6.356,2.635,2.0,,,,,,,,,0.348,1.572,0.795,2.0,1.2847499999999998,2.0,3
370212,"8100 SOUTH WALKER BLDG C, OKLAHOMA CITY, OK 73139",OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370215,"4050 WEST MEMORIAL ROAD, OKLAHOMA CITY, OK 73120","OKLAHOMA HEART HOSPITAL, LLC",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.158,1.694,0.622,2.0,0.423,3.208,1.330,2.0,,,,,,,,,--,2.163,0.000,2.0,0.053,0.566,0.208,3.0,0.54,2.25,4
370216,"6901 SOUTH OLYMPIA AVENUE, TULSA, OK 74132",TULSA SPINE & SPECIALTY HOSPITAL,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
